conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/skill/c65aa043-98da-4136-9877-494e72d9e4cf,skill/competence,cross-sector,interact with healthcare users,cooperate with patient and his carers;correspond with healthcare users;collaborate with patient and his carer;communicate with clients and their carers;communicate with patients and their carers;talk to patient and his carer;interact with patients and their carers;interact with patients and their families;communicate with clients and their families;get to know patient and his carer;interact with healthcare user;communicate with healthcare users,,,"Communicate with clients and their carer’s, with the patient’s permission, to keep them informed about the clients’ and patients’ progress and safeguarding confidentiality."
http://data.europa.eu/esco/skill/c68af615-b24c-4719-a199-c4141e08f2bd,skill/competence,occupation-specific,promote communication between parties,promote intra-party communication;encourage communication between parties;promoting communication between parties;advocate communication between parties,,,Encourage parties to communicate among them and share their views on events and happenings in order to find cooperation paths.
http://data.europa.eu/esco/skill/c753a3b5-d5cc-406d-adfe-3372bb267f4b,skill/competence,cross-sector,maintain customer records,maintain passenger name record;maintain records of customer;complete customer files;maintain customer history profiles;enter data into system;update customer records;maintain personal name record;collect data about visitors;maintain customers' records;store customer records,,,Keep and store structured data and records about customers in accordance with customer data protection and privacy regulations.
http://data.europa.eu/esco/skill/c7a989eb-a8dc-4ecb-9944-3bbac9088c3c,skill/competence,sector-specific,organise relapse prevention,organize relapse prevention;administer relapse prevention;oversee relapse prevention;manage relapse prevention;develop relapse prevention strategies;support patients to prevent relapse;assist patients to prevent relapse;develop strategies to prevent patient relapse;implement relapse prevention;develop patient relapse prevention strategies;coordinate relapse prevention,,,Help the patient or client identify and anticipate high risk situations or external and internal triggers. Support them in developing better coping strategies and back-up plans in case of future difficulties.
http://data.europa.eu/esco/skill/c7cc6dc5-d56b-4323-8e5c-47c4022f615f,knowledge,cross-sector,quality assurance methodologies,quality assurance plans;quality assurance methodology;quality assurance approaches;quality assurance arrangements;quality assurance processes,,,"Quality assurance principles, standard requirements, and the set of processes and activities used for measuring, controlling and ensuring the quality of products and processes."
http://data.europa.eu/esco/skill/c7e686a1-d03e-4641-a229-68247fdc5887,knowledge,cross-sector,legal terminology,judicial language;legal phrases;legal phraseology;legal terms;legal language;judicial terms;judicial phraseology;judicial phrases,,,The special terms and phrases used in the field of law.
http://data.europa.eu/esco/skill/c81c9ea3-4689-4146-9076-24dd175c69bc,skill/competence,sector-specific,carry out active selling,oversee active selling;carry out active sales;complete active selling;make active selling;carrying out active selling;undertake active selling;carrying out active sales,,,Deliver thoughts and ideas in impactful and influencing manner to persuade customers to become interested in new products and promotions. Persuade clients that a product or service will satisfy their needs.
http://data.europa.eu/esco/skill/c82f9319-cf46-4257-a8ce-542d0a7fed8f,skill/competence,sector-specific,provide treatment strategies for challenges to human health,offer treatment strategies for challenges to human health;create treatment strategies for challenges to human health;provide treatment for challenges to human health;provide treatment protocols for challenges to human health;identify treatment strategies for challenges to human health,,,Identify possible treatment protocols for the challenges to human health within a given community in cases such as infectious diseases of high consequences at the global level.
http://data.europa.eu/esco/skill/c842be42-81b3-40f2-904c-ea8790ac88bd,skill/competence,cross-sector,negotiate supplier arrangements,negotiate with suppliers and distributors;negotiate arrangements with suppliers;negotiate suppliers' arrangements;negotiate with tourism service suppliers,,,"Reach an agreement with the supplier upon technical, quantity, quality, price, conditions, storage, packaging, send-back and other requirements related to the purchasing and delivering process."
http://data.europa.eu/esco/skill/c89a26a1-96ef-48d7-abfe-bf4b8e3bbe1c,knowledge,cross-sector,literary techniques,literary practices;literary procedures;literary methods;literary approaches,,,"The various approaches an author can use to enhance their writing and produce a specific effect; this can be the choice of a specific genre or the use of metaphors, allusions, and word play."
